StopName,Routes...
奉浦大道地铁站,奉贤19路,奉贤32路,奉贤28路,奉贤39路,奉贤36路,882路,奉贤17路B线,奉贤5路,奉贤17路,奉贤40路
奉浦大道远东路,奉贤7路
奉浦新村,奉贤42路,奉贤3路,奉贤8路,奉贤29路,奉贤15路,莘南专线,奉贤7路
奉浦路德胜路,奉城1线
奉浦路新奉公路,奉城1线
奉炮公路人民塘路,奉贤19路,海湾1线,奉贤9路,奉卫线,海沈线,海航专线
奉炮公路海马路,奉贤19路,奉贤9路,海湾1线,奉贤18路,海沈线
奉秀路百顺路,奉贤5路
奉秀路育秀路,奉贤5路
奉粮路,江平专线
奉耀路青伟路,青村1线
奉耀路青工路,奉贤46路
奉联路新洪路,头桥1线
奉贤中专,奉贤16路,奉贤3路
奉贤中学,奉贤24路
奉贤体育中心,奉贤19路,奉贤12路,奉贤8路,南松专线,奉贤3路,奉贤25路
奉贤大道地铁站,上奉专线
奉贤新城地铁站,奉贤3路,海湾快线,海沈线
奉贤电视台,奉贤2路,莘南专线,上奉专线,虹桥枢纽5路
奉贤路江山路,江平专线
奉金路,奉贤34路,891路,奉贤35路
奉金路南横河桥,891路
奉金路南横泾港桥,奉贤35路
奉金路扶港路,奉贤34路,奉贤35路
奉金路沪杭公路,891路,奉贤35路
奉金路环城东路,891路
奉陆路向阳路,头桥1线
奉陆路奉飞路,头桥1线
奎照路凉城路,21路,66路
奚家宅,廊下4路
奚阳公路前哨支路,1136路,浦东18路
奚阳公路朝阳村,1136路
奶牛场,南牛线（区间）,南牛线,南江专线,南建专线,堡胜专线
奶牛场桥,崇明乡村6路
好世樱缘,莘金专线
如意小区,奉贤17路B线,奉贤17路
如日路问涵路,松江70路
妙境北路创业路,浦东65路
妙境路南桥路,沪川线,川沙2路
妙境路川环南路,川沙5路
妙境路平川路,川沙5路,1119路
妙境路新德路,浦东118路,沪川线
妙境路新源路,浦东117路,浦东118路,沪川线,615路
妙境路翔川路,浦东65路,浦东50路
妙川路华戴路,1119路
妙川路华萃路,1119路
妙川路妙境路,1119路
妙川路妙镜路,浦东63路
妙川路川周公路,1119路
妙川路川沙路,1119路
妙镜路南桥路,浦东68路
妙镜路妙川路,浦东63路
妙镜路平川路,浦东63路
妙镜路新德路,徐川专线
妙镜路新源路,浦东68路
妙镜路翔川路,浦东63路,申川专线
妙香路两港大道,临港7路
妙香路江山路,临港7路,临港7路B线
姚北路九新公路,松江41路
姚北路沪亭南路,1841路
姚厍村,松江27路,松江72路
姚奚路姚章路,重固2路
姚奚路徐姚村,重固2路
姚家10组,青村2线
姚家9组,青村1线
姚家宅,嘉定107路,841路,嘉定107路B线
姚家小庙路,1092路
姚家小庙路东港公路,1092路
姚家庙,祝桥2路,1093路
姚家浜,松江72路
姚泾河桥,朱松专线,松江30路
姚章路姚奚路,重固2路
姚章路徐姚村,重固2路
姚章路章堰村,重固2路
姚虹路古羊路,149路
姚虹路红松东路,上青线
姚虹路红松路,737路
姚虹路虹桥路,149路
姚虹路黄金城道,149路
姜家塘,松江60路
姜家宅,柘林1线
威宁路仙霞路,54路,88路,836路,855路区间
威宁路新渔东路,54路,855路区间
威斯路杨高北一路,1027路
威海路石门一路,49路,23路
威海路陕西北路,23路,49路
威海路黄陂北路,49路
娄塘,嘉定59路,嘉定105路,890路
娄山关路,71路区间,71路
娄山关路仙霞路,309路,69路
娄山关路天山路,737路,309路,519路,88路,69路
娄红路沥红路,嘉定71路
娄红路金兰路,嘉定71路
娄陆公路窑闸路,嘉定59路
嫩江码头,102路
嫩江路中原路,726路,28路
嫩江路包头路,195路,61路,139路
嫩江路白城路,139路
子洲路铜川路,856路
子长路延长西路,321路,40路,944路
子长路新村路,858路
子长路甘泉路,876路
存古,庄行1线
孙农路军民公路,浦东109路,浦东76路
孙家,松江72路
孙建路孙耀路,浦东76路
孙桥中学,孙桥1路
孙桥农业园区,961路
孙桥路,浦东109路,615路
孙桥路军民路,孙桥1路
孙桥路孙桥中学,990路
孙桥路殷北路,961路,浦东109路,990路,615路
孙桥路科农路,961路,990路,浦东109路,615路
孙桥路科农路（朱家圈）,孙桥1路
孙桥路高木桥路,孙桥1路,浦东109路,990路,浦东76路
孙浦路三灶路,孙桥1路
孙浦路华夏东路,孙桥1路
孙浦路科农路,孙桥1路
孙浦路荷塘路,孙桥1路
孙环路三灶路,990路
孙环路华夏中路,浦东12路,990路
孙环路川周公路,浦东63路,浦东70路
孙环路川周公路（新丰村村委会）,孙桥1路
孙环路柳岸路,990路,615路
孙环路科农路,615路
孙环路长美路,孙桥1路
孙环路高木桥路,1097路,990路
孙环路（新丰）,孙桥1路
孙耀路华夏中路,1097路
孟将堂路沙淀北路,朱家角7路
季乐路开兴路,189路
季乐路繁兴路,889路,189路
季景北路王家街,453路,971路,浦东66路
季景北路石家街,453路,浦东66路
季景北路砖桥街,971路
季景路夏碧路,971路,1015路
季景路春晖路,453路,971路,浦东66路
季景路航津路,453路
学宫路东门路,城桥3路
学宫路湄洲路,城桥3路
学府路南阳湾路,金山105路,金山4路
学府路卫清西路,金山105路,枫戚快线
学府路金山大道,金山105路,枫戚快线
学府路龙皓路,金山8路,金山105路
学府路龙轩路,金山105路,金山4路
学海路人民东路,1073路,浦东124路
学海路勤奋路,浦东124路
学海路拱北路,1121路,浦东69路,浦东124路
宁国路平凉路,538路,8路
宁国路河间路,538路,8路,137路
宁城路国和路,55路,307路
宁夏路曹杨路,136路
宁夏路白玉路,136路
宁川路石泉路,858路
宁桥路申江路,777路,573路
宁桥路金港路,浦东77路,790路,573路
宁桥路金豫路,790路,浦东27路
宁海西路连云路,108路
宁虹路,71路区间
宁虹路七莘路,941,141路,941路
宁虹路申滨路,虹桥商务区2路,虹桥商务区1路,189路,闵行23路,141路
宁虹路申虹路,虹桥商务区2路,189路,141路
守仁桥街场中路,551路
安中路大叶公路,庄行1线,庄行2线
安亭北火车站,嘉定116路,嘉定114路区间,嘉定69路,嘉定128路
安亭地铁站,嘉定116路,嘉定114路区间,嘉定134路,嘉定114路,嘉定112路,嘉定67路
安亭新镇,陆安线（高速）
安亭汽车站,嘉定116路,青安线,陆安线（高速）,嘉定67路,嘉定102路,嘉定103路,822路,青安线（区间）,嘉定55路
安亭西站,嘉定114路区间
安亭镇,822路
安化路定西路,947路
安南村,崇明乡村11路,南海二线,南海线
安图路延吉东路,103路
安图路松花江路,118路
安图路靖宇东路,大桥四线
安威士,708路
安宁路东川路,闵行16路,闵行35路,江川4路
安宁路凤庆路,闵行16路,闵行35路,江川6路,江川4路
安宁路剑川路,江川6路,江川4路
安宁路剑川路（剑川路枢纽）,闵行10路,江川6路
安宁路景谷路,闵行16路,江川4路,闵行35路,江川6路
安寿路北沿公路,崇明东滩3路
安寿路裕政路,崇明东滩3路
安岛路北沿公路,崇明东滩1路
安崇路裕盛路,崇明东滩1路
安拓路安虹路,嘉定116路
安振路裕国路,崇明东滩1路,崇明东滩3路
安振路裕政路,崇明东滩1路
安振路裕盛路,崇明东滩1路,崇明东滩3路
安振路裕鸿路,崇明东滩3路
安新路宝钱公路,嘉定54路,嘉定62路
安晓路宝安公路,嘉定103路
安智路北安德路,嘉定114路
安智路安勇路,嘉定114路
安智路安诚路,嘉定114路
安智路邓家角村,嘉定114路
安汾路江杨南路,151路
安汾路逸仙路,874路
安汾路高境路,887路
安汾路高跃路,887路
安波路双阳北路,559路
安波路沙岗路,133路,934路,80路,577路,559路,102路
安波路营口路,80路,577路,102路,559路,726路
安瑞路中滨路,崇明东滩3路
安研路安拓路,嘉定116路
安礼路墨玉南路,嘉定114路
安福路乌鲁木齐中路,93路
安虹路博园路,嘉定116路
安诚路安礼路,嘉定114路
安远路胶州路,54路,40路
安远路长寿路,40路
安通东路中滨路,崇明东滩3路
安通东路安瑞路,崇明东滩3路
安通路安寓路,崇明东滩3路
安邬路北环路,庄行1线,庄行2线
安顺路中山西路,48路,911路
安顺路凯旋路,48路,911路,141路
安顺路定西路,44路
安顺路长顺路,149路,48路,911路
安驰路安谐路,嘉定114路区间
安驰路车站,嘉定67路
宋园路黄金城道,113路
宋家宅,1101路
宏川路兴浦街,白鹤7路
宏海公路庙西南路（岳阳分院）,南建专线,南新专线（崇明巴士）,崇明乡村5路
宏海路Y8桥,泥城1路
宏海路南芦公路,泥城1路
宏祥路万建路,万祥2路
宏祥路万达路,万祥2路
宏祥路东大公路,万祥2路
宏祥路临港大道,万祥2路
宏达村,南牛线（区间）,南牛线
官尖,南东专线
定康路,奉浦快线,南团快线
定海桥,60路,577路
定澜路海天路,城桥2路
定西路,71路区间,1250路,71路
定西路延安西路,946路,44路
定西路武夷路,776路,946路
定西路法华镇路,946路,44路
定边路桃浦路,105路,827路,129路
定边路铜川路,822路,743路
宛平南路斜土路,301路,徐闵夜宵专线,178路,864路,徐川专线,89路,956路,44路
宛平南路瑞宁路,818路
宛平南路肇嘉浜路,864路,167路
宛平南路龙华路,41路,734路,933路,733路,864路,44路,818路
宛平路衡山路,15路,315路
宜山北路虹桥路,855路,42路
宜山路中山西路,171路,1211路,205路,732路,93路
宜山路挂菁路,131路
宜山路桂平路,131路,927路,804路,上嘉线,89路
宜山路桂林路,171路,303路,721路,224路,1211路,205路,809路
宜山路桂箐路,804路,89路,809路
宜山路浦汇塘路,732路
宜山路蒲汇塘路,171路,76路,754路,93路,138路,205路
宜山路虹桥路,171路,824路,93路,138路
宜山路虹梅路,927路,131路,731路
宜山路虹漕路,1211路,131路,上嘉线,120路,809路
宜山路龙茗路,89路
宜川二村,869路,876路,129路,40路,944路
宜川路交通路,78路
宜川路延长西路,869路,321路,876路,78路,41路,129路,702路
宜川路新村路,869路,78路,129路
宜川路沪太路,547路,937路
宜昌路西康路,24路,304路,138路
宝东路双城路,711路
宝东路海江路,711路
宝丰路北施家浜,华新1路
宝丰路嘉松中路,华新1路
宝丰路海洋庙,华新1路
宝丰路邓家角村,华新1路
宝凤路大安路,嘉定54路
宝凤路浏翔公路,嘉定54路
宝北村,803路
宝南路七莘路,闵行33路
宝南路新镇路,闵行33路
宝园六路宝园一路,嘉定121路B线
宝园四路宝园三路,嘉定121路B线
宝城路名都路,莘庄3路B线,闵行31路,759路
宝塔路永盛路,嘉定15路
宝塔路裕民南路,嘉定15路
宝太路菊太路,1605路
宝安公路东宝路,嘉定106路,885路
宝安公路塔山路,嘉定103路
宝安公路外青松公路,嘉定55路
宝安公路宝中路,嘉定67路
宝安公路宝绿路,1604路,宝山16路,宝山1路,811路,宝山29路
宝安公路富联路,345路,宝山29路,宝山32路
宝安公路教育路,宝山3路,345路,宝山29路
宝安公路方德路,嘉定67路,嘉定103路,嘉定123路
宝安公路永盛南路,嘉定106路,811路,嘉定15路,嘉定101路
宝安公路永盛路,嘉定67路,嘉定106路
宝安公路沪太路,811路
宝安公路潘泾路,宝山1路,345路,宝山29路
宝安公路电台路,1604路,宝山16路,宝山1路,宝山29路
宝安公路百安公路,嘉定67路
宝安公路科福路,嘉定106路,885路,811路
宝安公路羌家村,811路
宝安公路羌家村路,宝山16路,宝山1路,宝山29路
宝安公路育兰路,嘉定106路,811路,嘉定101路,嘉定15路
宝安公路胜辛路,嘉定106路,嘉定67路,嘉定52路
宝安公路菊泉街,528路,811路,宝山1路,宝山29路,1610路
宝安公路蕰川公路,宝山29路
宝山,813路
宝山寺,宝山16路,宝山81路,宝山31路,宝山57路
宝山巴士,322路,345路,宝山29路,302路,宝山15路,宝山5路
宝山路东宝兴路,318路
宝山路同兴路,329路
宝山路同心路,132路,47路,51路,962路
宝山路天目东路,78路,306路
宝山路鸿兴路,78路,310路,18路,318路,302路,66路,537路,329路,51路,962路
宝山（临江四村）,159路
宝庆路淮海中路,15路,927路,315路,49路,824路
宝昌路芷江中路,1208路
宝昌路青云路,1208路
宝杨码头,116路,728路,宝山29路,160路,51路
宝杨路同济路,宝山5路,345路,宝山29路,302路,宝山15路
宝杨路吴淞口路,宝山29路,160路,51路,728路
宝杨路宝东路,728路,宝山29路,宝山2路,51路
宝杨路杨泰路,345路,宝山29路,宝山15路
宝杨路松兰路,宝山15路,345路,宝山29路
宝杨路梅林路,345路,宝山29路
宝杨路永清路,宝山29路,51路
宝杨路淞宝路,宝山29路,51路
宝杨路牡丹江路,宝山29路,宝山15路
宝杨路铁力路,345路,宝山29路
宝杨路铁山路,345路,宝山29路,宝山15路
宝林路友谊支路,宝山7路,宝山10路
宝林路子清路,宝山2路
宝林路子青路,711路,728路,160路
宝林路宝杨路,711路,728路,宝山2路,160路
宝林路牡丹江路,宝山7路,宝山10路
宝泉路四元路,1603路
宝祁路园泰路,821路,宝山56路,宝山85路
宝秀路永德路,闵行7路
宝翔路丰翔路,嘉定125路,嘉定118路
宝翔路芳林路,嘉定118路
宝翔路陈翔公路,嘉定125路,嘉定135路,嘉定115路
宝胜路站,松江有轨电车1号线,松江有轨电车2号线
宝菊路菊联路,1604路,宝山3路,宝山29路,345路
宝菊路镜泊湖路,1605路
宝虹家园,宝山6路
宝通路宝山路,78路
宝钱公路,834路
宝钱公路世盛路,嘉定71路
宝钱公路伏虎路,892路
宝钱公路前曹公路,892路,嘉定62路
宝钱公路前曹路,嘉定54路
宝钱公路嘉唐公路,892路
宝钱公路嘉行公路,892路
宝钱公路新宝路,嘉定71路
宝钱公路汇宝路,嘉定71路
宝钱公路沪太公路,892路
宝钱公路沪宜公路,嘉定71路
宝钱公路浏翔公路,892路,嘉定68路
宝钱公路澄浏公路,892路
宝钱公路百安公路,嘉定57路
宝钱公路赵庵路,892路
宝铭路新镇路,闵行33路
实验站,南跃线
宣中之路六奉公路,惠南8路
宣中支路六奉公路,浦东8路,宣桥1路
宣中路宣中之路,惠南8路
宣中路宣航路,浦东125路
宣夏路宣兰路,浦东59路
宣夏路宣竹路,浦东59路
宣新路六奉公路,宣桥1路
宣新路宣新南路,浦东87路,宣桥1路
宣新路新安村9组,宣桥1路
宣新路申杰路,宣桥1路,浦东87路
宣春路南六公路,浦东59路
宣春路宣竹路,浦东59路
宣春路盐光路,浦东59路
宣桥中心幼儿园,南园1路
宣梅路宣春路,浦东59路
宣秋路宣兰路,浦东59路
宣秋路宣梅路,浦东59路
宣秋路宣竹路,浦东59路
宣竹路宣秋路,浦东59路
宣镇东路宣中支路,浦东8路
宣镇东路宣黄公路,宣桥1路,浦东125路
宣镇东路汇成路,南园1路
宣黄公路六奉公路,浦东125路
宣黄公路南团公路,1072路,南临专线
宣黄公路南园路,浦东69路,1072路
宣黄公路南芦公路,惠南8路
宣黄公路听潮南路,惠南8路
宣黄公路宣镇东路,浦东8路
宣黄公路川南奉公路,1072路,南临专线
宣黄公路惠乐路,惠南8路
宣黄公路英雄村8组,1072路
